"ID","info","inCore","count","MK-ID"
"Anthon G, 2007, ACTA HORTIC","Anthon G, 2007, ACTA HORTIC, P111",False,1,"None"
"Aube Ed, 2010, TOMATOES AGR PROCEDU","Aube Ed, 2010, TOMATOES AGR PROCEDU",False,1,"None"
"Bulc Tg, 2012, INNOVATIVE AQUAPONIC","Bulc Tg, 2012, INNOVATIVE AQUAPONIC",False,1,"None"
"Castellani D, 2009, BIOIKOS","Castellani D, 2009, BIOIKOS, V23, P67",False,1,"None"
"De Zeeuw H, 2015, CITIES AGR DEV RESIL","De Zeeuw H, 2015, CITIES AGR DEV RESIL",False,1,"None"
"Diver S, 2000, ATTRA NATL SUSTAIN A","Diver S, 2000, ATTRA NATL SUSTAIN A",False,2,"None"
"Dobromilska R, 2008, J ELEM","Dobromilska R, 2008, J ELEM, V13, P491",False,1,"None"
"Dorais M, 2004, HORTICULTURAL REVIEWS","Dorais M, 2004, HORTICULTURAL REVIEWS, V30, P163",False,1,"None"
"Dumas Y, 2003, J SCI FOOD AGR","Dumas Y, 2003, J SCI FOOD AGR, V83, P369",False,1,"None"
"Fernandez D, 2013, HYDROBUDDY OPEN SOUR","Fernandez D, 2013, HYDROBUDDY OPEN SOUR, V1",False,2,"None"
"Fontes P C R, 2006, JOURNAL OF APPLIED HORTICULTURE (LUCKNOW)","Fontes P C R, 2006, JOURNAL OF APPLIED HORTICULTURE (LUCKNOW), V8, P8",False,1,"None"
"Food And Agriculture Organization Of The United Nations (Fao) Econ Organization Of The United Nations (Fao), 2004, FAO WATER REPORTS","Food And Agriculture Organization Of The United Nations (Fao) Econ Organization Of The United Nations (Fao), 2004, FAO WATER REPORTS",False,1,"None"
"Freund M, 2006, HAUPTKULTUR GEWACHSH","Freund M, 2006, HAUPTKULTUR GEWACHSH, VIII",False,1,"None"
"Garrett Ar, 2010, METHODS MOL BIOL","Garrett Ar, 2010, METHODS MOL BIOL, V594, P251",False,1,"None"
"Higashide T, 2013, TOMATOES CULTIVATION","Higashide T, 2013, TOMATOES CULTIVATION",False,2,"None"
"Lattauschke G, 2004, GEWACHSHAUSTOMATEN S","Lattauschke G, 2004, GEWACHSHAUSTOMATEN S",False,1,"None"
"Li Hy, 2011, J AGR FOOD CHEM","Li Hy, 2011, J AGR FOOD CHEM, V59, P11803",False,1,"None"
"Licamele A, 2009, BIOMASS PRODUCTION N","Licamele A, 2009, BIOMASS PRODUCTION N",False,1,"None"
"Liebisch F, 2009, J PLANT NUTR SOIL SC","Liebisch F, 2009, J PLANT NUTR SOIL SC, V172, P140",False,1,"None"
"Martínez De, 2004, AGRONOMIE","Martínez De, 2004, AGRONOMIE, V24, P41",False,1,"None"
"Mayer M, 2014, THESIS","Mayer M, 2014, THESIS",False,1,"None"
"Population Division Department Of Economic And Social Affair United Nations, 2014, STESASERA352 UN POP","Population Division Department Of Economic And Social Affair United Nations, 2014, STESASERA352 UN POP",False,1,"None"
"Resh Hm, 1997, HYDROPONICS TOMATOES","Resh Hm, 1997, HYDROPONICS TOMATOES",False,1,"None"
"Resh Hm, 2001, HYDROPONIC FOOD PROD","Resh Hm, 2001, HYDROPONIC FOOD PROD",False,1,"None"
"Savidov N, EVALUATION DEV AQUAP","Savidov N, EVALUATION DEV AQUAP",False,2,"None"
"Swisscofel, 2015, CHERRYTOMATE LYCOPER","Swisscofel, 2015, CHERRYTOMATE LYCOPER",False,1,"None"
"Testa R, 2014, SUSTAINABILITY-BASEL","Testa R, 2014, SUSTAINABILITY-BASEL, V6, P7967",False,1,"None"
"Ulissi V, 2011, SENSORS-BASEL","Ulissi V, 2011, SENSORS-BASEL, V11, P6411",False,1,"None"
"Van De Vooren J, 1986, THE TOMATO CROP","Van De Vooren J, 1986, THE TOMATO CROP, P281",False,1,"None"
"Waterhouse Al, 2002, CURR PROTOCOLS FOOD","Waterhouse Al, 2002, CURR PROTOCOLS FOOD, V6, PI1",False,1,"None"
"Zhou Kq, 2006, LWT-FOOD SCI TECHNOL","Zhou Kq, 2006, LWT-FOOD SCI TECHNOL, V39, P1155",False,1,"None"
"Apha, 2019, STANDARD METHODS EXA","Apha, 2019, STANDARD METHODS EXA",False,1,"None"
"Bendschneider K, 1952, J MAR RES","Bendschneider K, 1952, J MAR RES, V11, P87",False,1,"None"
"Çaglan A, 2005, TURK J VET ANIM SCI","Çaglan A, 2005, TURK J VET ANIM SCI, V29, P339",False,1,"None"
"Cho Sh, 2003, J WORLD AQUACULT SOC","Cho Sh, 2003, J WORLD AQUACULT SOC, V34, P85",False,1,"None"
"Craig S, 2002, UNDERSTANDING FISH N","Craig S, 2002, UNDERSTANDING FISH N, P420",False,1,"None"
"El-Sayed Afm, 2004, AQUACULTURE","El-Sayed Afm, 2004, AQUACULTURE, V231, P393",False,1,"None"
"Gopal B, 1987, WATER HYACINTH.","Gopal B, 1987, WATER HYACINTH.",False,1,"None"
"Goto E, 1996, ACTA HORTIC","Goto E, 1996, ACTA HORTIC, V440, P205",False,3,"None"
"Grasshoff P, 1983, METHODS SEAWATER ANA","Grasshoff P, 1983, METHODS SEAWATER ANA, V419, P61",False,1,"None"
"Hu Mh, 2008, AGR WATER MANAGE","Hu Mh, 2008, AGR WATER MANAGE, V95, P607",False,1,"None"
"Hussain Mg, 2004, FARMING TILAPIA BREE","Hussain Mg, 2004, FARMING TILAPIA BREE, P149",False,1,"None"
"Jampeetong A, 2012, AQUAT BOT","Jampeetong A, 2012, AQUAT BOT, V97, P10",False,1,"None"
"Jampeetong A, 2009, AQUAT BOT","Jampeetong A, 2009, AQUAT BOT, V90, P67",False,1,"None"
"Li Wj, 2009, POPUL SPACE PLACE","Li Wj, 2009, POPUL SPACE PLACE, V15, P1",False,1,"None"
"Petrucio M M, 2000, REVISTA BRASILEIRA DE BIOLOGIA","Petrucio M M, 2000, REVISTA BRASILEIRA DE BIOLOGIA, V60, P373",False,1,"None"
"Phillips Ta, 1998, PROG FISH CULT","Phillips Ta, 1998, PROG FISH CULT, V60, P1",False,1,"None"
"Riche M, 2004, AQUACULTURE","Riche M, 2004, AQUACULTURE, V234, P657",False,1,"None"
"Sawyer Cn, 2003, CHEM ENV ENG SCI","Sawyer Cn, 2003, CHEM ENV ENG SCI, V5",False,1,"None"
"Solorzano L, 1969, LIMNOL OCEANOGR","Solorzano L, 1969, LIMNOL OCEANOGR, V14, P799",False,1,"None"
"Stickney R R, 1979, PRINCIPLES OF WARMWATER AQUACULTURE.","Stickney R R, 1979, PRINCIPLES OF WARMWATER AQUACULTURE.",False,1,"None"
"Strickland Jdh, 1972, B FISH RES BOARD CAN","Strickland Jdh, 1972, B FISH RES BOARD CAN, V167, P310",False,1,"None"
"Tucker Bj, 2006, AQUACULTURE","Tucker Bj, 2006, AQUACULTURE, V258, P514",False,1,"None"
"Urbancbercic O, 1989, AQUAT BOT","Urbancbercic O, 1989, AQUAT BOT, V35, P403",False,1,"None"
"Zhou Z, 2003, J APPL ICHTHYOL","Zhou Z, 2003, J APPL ICHTHYOL, V19, P244",False,1,"None"
"Ahmad F, 2008, MICROBIOL RES","Ahmad F, 2008, MICROBIOL RES, V163, P173",False,1,"None"
"Asher Cj, 1967, SOIL SCI","Asher Cj, 1967, SOIL SCI, V103, P225",False,1,"None"
"Cao L, 2007, ENZYME MICROB TECH","Cao L, 2007, ENZYME MICROB TECH, V40, P497",False,2,"None"
"Cho Cy, 2001, AQUAC RES","Cho Cy, 2001, AQUAC RES, V32, P349",False,2,"None"
"Detsch C, 2003, MICROBIOL-SGM","Detsch C, 2003, MICROBIOL-SGM, V149, P3289",False,1,"None"
"Gatlin Dm, 2007, AQUAC RES","Gatlin Dm, 2007, AQUAC RES, V38, P551",False,3,"None"
"Gunka K, 2012, MOL MICROBIOL","Gunka K, 2012, MOL MICROBIOL, V85, P213",False,1,"None"
"Ibm Corp, 2016, IBM SPSS STAT MAC VE","Ibm Corp, 2016, IBM SPSS STAT MAC VE",False,1,"None"
"Khan Aa, 2009, J AGRIC BIOL SCI","Khan Aa, 2009, J AGRIC BIOL SCI, V1, P48",False,1,"None"
"Mangmang Js, 2015, BIOL AGRIC HORTIC","WOS:000347784200007, Mangmang Jonathan S., Response of lettuce seedlings fertilized with fish effluent to <i>Azospirillum brasilense</i> inoculation, BIOLOGICAL AGRICULTURE & HORTICULTURE, 31, 61",True,2,"WOS:000347784200007"
"Mudge Sr, 2003, PLANT SCI","Mudge Sr, 2003, PLANT SCI, V165, P871",False,1,"None"
"Oke Ol, 1966, NATURE","Oke Ol, 1966, NATURE, V212, P528",False,1,"None"
"Hien Ttt, 2015, AQUACULTURE","Hien Ttt, 2015, AQUACULTURE, V448, P334",False,2,"None"
"Biswas Ak, 2007, AQUACULTURE","Biswas Ak, 2007, AQUACULTURE, V267, P284",False,1,"None"
"Dalsgaard J, 2009, AQUACULTURE","Dalsgaard J, 2009, AQUACULTURE, V286, P105",False,1,"None"
"Furuya Wm, 2001, REV BRAS ZOOTECN","Furuya Wm, 2001, REV BRAS ZOOTECN, V30, P924",False,1,"None"
"Jackson Ls, 1996, J WORLD AQUACULT SOC","Jackson Ls, 1996, J WORLD AQUACULT SOC, V27, P309",False,1,"None"
"Li Mh, 1997, J WORLD AQUACULT SOC","Li Mh, 1997, J WORLD AQUACULT SOC, V28, P402",False,1,"None"
"Liebert F, 2005, AQUACULTURE","Liebert F, 2005, AQUACULTURE, V248, P111",False,1,"None"
"Liebert F, 2007, AQUACULTURE","Liebert F, 2007, AQUACULTURE, V267, P292",False,1,"None"
"Oliva-Teles A, 1998, AQUAT LIVING RESOUR","Oliva-Teles A, 1998, AQUAT LIVING RESOUR, V11, P255",False,1,"None"
"Portz L, 2004, J ANIM PHYSIOL AN N","Portz L, 2004, J ANIM PHYSIOL AN N, V88, P311",False,1,"None"
"Robinson Eh, 1987, AQUACULTURE","Robinson Eh, 1987, AQUACULTURE, V64, P267",False,1,"None"
"Schamber Cr, 2014, AQUACULT INT","Schamber Cr, 2014, AQUACULT INT, V22, P1711",False,1,"None"
"Sugiura Sh, 2001, AQUAC RES","Sugiura Sh, 2001, AQUAC RES, V32, P583",False,1,"None"
"Vielma J, 1998, AQUACULTURE","Vielma J, 1998, AQUACULTURE, V163, P309",False,1,"None"
"Yan Wb, 2002, J WORLD AQUACULT SOC","Yan Wb, 2002, J WORLD AQUACULT SOC, V33, P10",False,1,"None"
"Besthorn Fh, 2013, AUST SOC WORK","Besthorn Fh, 2013, AUST SOC WORK, V66, P187",False,1,"None"
"Birkby J, 2016, ATTRA SUSTAINABLE AG","Birkby J, 2016, ATTRA SUSTAINABLE AG",False,1,"None"
"Cunningham A, 2015, INT C LIV WALLS EC S","Cunningham A, 2015, INT C LIV WALLS EC S",False,1,"None"
"Despommier D, 2013, TRENDS BIOTECHNOL","Despommier D, 2013, TRENDS BIOTECHNOL, V31, P7",False,1,"None"
"Jorgensen L, 2014, PLANT SOIL","Jorgensen L, 2014, PLANT SOIL, V380, P231",False,1,"None"
"Loh S, 2008, P SUBTR CIT 2008 C F","Loh S, 2008, P SUBTR CIT 2008 C F",False,1,"None"
"Mårtensson Lm, 2014, ECOL ENG","Mårtensson Lm, 2014, ECOL ENG, V71, P610",False,1,"None"
"Nelson Rl, 2008, AQUAPONIC FOOD PRODU","Nelson Rl, 2008, AQUAPONIC FOOD PRODU",False,2,"None"
"Ottelé M, 2010, ECOL ENG","Ottelé M, 2010, ECOL ENG, V36, P154",False,1,"None"
"Resh Hm, 2004, HYDROPONIC FOOD PROD","Resh Hm, 2004, HYDROPONIC FOOD PROD",False,3,"None"
"Tamasi A, 2015, PERIOD POLYTECH","Tamasi A, 2015, PERIOD POLYTECH, V46, P78",False,1,"None"
"Tokunaga K, 2015, J WORLD AQUACULTURE","Tokunaga K, 2015, J WORLD AQUACULTURE, V46",False,1,"None"
"Weinmaster M, 2009, J GREEN BUILDING","Weinmaster M, 2009, J GREEN BUILDING, V4",False,1,"None"
"Wheeler Rm, 1996, ADV SPACE RES-SERIES","Wheeler Rm, 1996, ADV SPACE RES-SERIES, V18, P43",False,1,"None"
"Zollinger N, 2006, SCI HORTIC-AMSTERDAM","Zollinger N, 2006, SCI HORTIC-AMSTERDAM, V109, P267",False,1,"None"
"Anthonisen Ac, 1976, J WATER POLLUT CON F","Anthonisen Ac, 1976, J WATER POLLUT CON F, V48, P835",False,2,"None"
"Antoniou P, 1989, THESIS U FLORIDA GAI","Antoniou P, 1989, THESIS U FLORIDA GAI",False,1,"None"
"Bailey Je, 1986, BIOCH ENG FUNDAMENTA","Bailey Je, 1986, BIOCH ENG FUNDAMENTA",False,1,"None"
"Chudoba J, 1985, J WATER POLLUT CON F","Chudoba J, 1985, J WATER POLLUT CON F, V57, P1078",False,1,"None"
"Downing Al, 1964, J P I SEW PURIF","Downing Al, 1964, J P I SEW PURIF, V63, P130",False,1,"None"
"Downing Al, 1975, 3RD IAWPRC C MUN","Downing Al, 1975, 3RD IAWPRC C MUN",False,1,"None"
"Engel Ms, 1958, J BACTERIOL","Engel Ms, 1958, J BACTERIOL, V76, P217",False,1,"None"
"Hall Ir, 1974, WAT POLL CON","Hall Ir, 1974, WAT POLL CON, V73, P538",False,1,"None"
"Henze M, 1986, IAWPRC1 SCI TECHN RE","Henze M, 1986, IAWPRC1 SCI TECHN RE",False,1,"None"
"Hopwood Ab, 1965, J P I SEW PURIF","Hopwood Ab, 1965, J P I SEW PURIF, V64, P435",False,1,"None"
"Jenkins Sh, 1967, J P I SWGE PURIF","Jenkins Sh, 1967, J P I SWGE PURIF, V66, P334",False,1,"None"
"Knowles G, 1965, J GEN MICROBIOL","Knowles G, 1965, J GEN MICROBIOL, V38, P263",False,1,"None"
"Laudelout H, 1978, MICROBIOLOGY 1978","Laudelout H, 1978, MICROBIOLOGY 1978",False,1,"None"
"Loveless Je, 1968, J GEN MICROBIOL","Loveless Je, 1968, J GEN MICROBIOL, V52, P1",False,1,"None"
"Meyerhof O, 1917, PFLUG ARCH GES PHYS","Meyerhof O, 1917, PFLUG ARCH GES PHYS, V166, P240",False,1,"None"
"Painter Ha, 1983, WATER RES","Painter Ha, 1983, WATER RES, V17, P237",False,1,"None"
"Rozich Af, 1986, J WATER POLLUT CON F","Rozich Af, 1986, J WATER POLLUT CON F, V58, P220",False,1,"None"
"1980, STANDARD METHODS EXA","1980, STANDARD METHODS EXA",False,1,"None"
"Bavaresco L, 1999, J PLANT NUTR","Bavaresco L, 1999, J PLANT NUTR, V22, P1589",False,1,"None"
"Buschmann Ah, 1994, AQUACULT ENG","Buschmann Ah, 1994, AQUACULT ENG, V13, P283",False,1,"None"
"Buschmann Ah, 1996, HYDROBIOLOGIA","Buschmann Ah, 1996, HYDROBIOLOGIA, V327, P75",False,1,"None"
"Cakmak I, 2008, PHYSIOL PLANTARUM","Cakmak I, 2008, PHYSIOL PLANTARUM, V133, P692",False,1,"None"
"Cechin I, 2004, PLANT SCI","Cechin I, 2004, PLANT SCI, V166, P1379",False,1,"None"
"Del Pozo A, 2007, ENVIRON EXP BOT","Del Pozo A, 2007, ENVIRON EXP BOT, V59, P371",False,1,"None"
"Flexas J, 2001, ACTA OECOL","Flexas J, 2001, ACTA OECOL, V22, P33",False,1,"None"
"Foy Cd, 1978, ANNU REV PLANT PHYS","Foy Cd, 1978, ANNU REV PLANT PHYS, V29, P511",False,1,"None"
"Fracheboud Y, 1999, CROP DEV COOL WET CL","Fracheboud Y, 1999, CROP DEV COOL WET CL, P88",False,1,"None"
"Haglund K, 1993, J APPL PHYCOL","Haglund K, 1993, J APPL PHYCOL, V5, P271",False,1,"None"
"Helrich K, 1990, OFFICIAL METHODS ANA","Helrich K, 1990, OFFICIAL METHODS ANA, VI",False,1,"None"
"Holby O, 1991, MAR ECOL PROG SER","Holby O, 1991, MAR ECOL PROG SER, V70, P263",False,1,"None"
"Klamkowski K, 2009, ACTA HORTIC","Klamkowski K, 2009, ACTA HORTIC, V838, P109",False,1,"None"
"Lawlor Dw, 2002, ANN BOT-LONDON","Lawlor Dw, 2002, ANN BOT-LONDON, V89, P871",False,1,"None"
"Lootens P, 1998, HORTSCIENCE","Lootens P, 1998, HORTSCIENCE, V33, P1183",False,1,"None"
"Martínez-Aragón Jf, 2002, J APPL PHYCOL","Martínez-Aragón Jf, 2002, J APPL PHYCOL, V14, P365",False,1,"None"
"Nikolic M, 2000, J PLANT NUTR","Nikolic M, 2000, J PLANT NUTR, V23, P1619",False,1,"None"
"Palada Mc, 1999, J SUSTAIN AGR","Palada Mc, 1999, J SUSTAIN AGR, V14, P85",False,1,"None"
"*Perk Elm Corp, 1976, AN METH AT ABS SPECT","*Perk Elm Corp, 1976, AN METH AT ABS SPECT",False,1,"None"
"Powles Sb, 1984, ANNU REV PLANT PHYS","Powles Sb, 1984, ANNU REV PLANT PHYS, V35, P15",False,1,"None"
"Siddiqui Aq, 1999, AQUACULTURE","Siddiqui Aq, 1999, AQUACULTURE, V170, P245",False,1,"None"
"Vandermeulen H, 1990, J APPL PHYCOL","Vandermeulen H, 1990, J APPL PHYCOL, V2, P363",False,1,"None"
"Wu Rss, 1995, MAR POLLUT BULL","Wu Rss, 1995, MAR POLLUT BULL, V31, P159",False,2,"None"
"Zhao Dl, 2005, EUR J AGRON","Zhao Dl, 2005, EUR J AGRON, V22, P391",False,1,"None"
"Abadia J, 2006, IRON NUTR PLANTS RHI","Abadia J, 2006, IRON NUTR PLANTS RHI, P85",False,1,"None"
"Adesemoye Ao, 2009, MICROB ECOL","Adesemoye Ao, 2009, MICROB ECOL, V58, P921",False,1,"None"
"Alexander Db, 1991, BIOL FERT SOILS","Alexander Db, 1991, BIOL FERT SOILS, V12, P39",False,1,"None"
"Altomare C, 2011, SUSTAIN AGR REV","Altomare C, 2011, SUSTAIN AGR REV, V7, P161",False,1,"None"
"Briat Jf, 2007, CURR OPIN PLANT BIOL","Briat Jf, 2007, CURR OPIN PLANT BIOL, V10, P276",False,1,"None"
"Budzikiewicz H, 2010, PROG CHEM ORG NAT PR","Budzikiewicz H, 2010, PROG CHEM ORG NAT PR, V92, P1",False,1,"None"
"Campbell Jk, 2005, PREVENTIVE NUTR NUTR","Campbell Jk, 2005, PREVENTIVE NUTR NUTR, P157",False,1,"None"
"Cesco S, 2002, PLANT SOIL","Cesco S, 2002, PLANT SOIL, V241, P121",False,1,"None"
"Chander Krishan, 2008, ARCHIVES OF AGRONOMY AND SOIL SCIENCE","Chander Krishan, 2008, ARCHIVES OF AGRONOMY AND SOIL SCIENCE, V54, P413",False,1,"None"
"Crowley De, 1992, PLANT SOIL","Crowley De, 1992, PLANT SOIL, V142, P1",False,1,"None"
"De Vleesschauwer D, 2008, PLANT PHYSIOL","De Vleesschauwer D, 2008, PLANT PHYSIOL, V148, P1996",False,1,"None"
"Desai A, 2011, BACTERIA IN AGROBIOLOGY: PLANT NUTRIENT MANAGEMENT","Desai A, 2011, BACTERIA IN AGROBIOLOGY: PLANT NUTRIENT MANAGEMENT, P109",False,1,"None"
"Duffy Bk, 1999, APPL ENVIRON MICROB","Duffy Bk, 1999, APPL ENVIRON MICROB, V65, P2429",False,1,"None"
"Fernández V, 2005, PLANT SOIL","Fernández V, 2005, PLANT SOIL, V272, P245",False,1,"None"
"Godsey Cb, 2003, AGRON J","Godsey Cb, 2003, AGRON J, V95, P160",False,1,"None"
"Guerinot Ml, 2010, PLANT CELL MONOGR","Guerinot Ml, 2010, PLANT CELL MONOGR, V17, P75",False,1,"None"
"Hider Rc, 2010, NAT PROD REP","Hider Rc, 2010, NAT PROD REP, V27, P637",False,1,"None"
"Hördt W, 2000, BIOMETALS","Hördt W, 2000, BIOMETALS, V13, P37",False,1,"None"
"Johnson Gv, 2002, PLANT SOIL","Johnson Gv, 2002, PLANT SOIL, V241, P27",False,1,"None"
"Kaparullina En, 2011, APPL BIOCHEM MICRO+","Kaparullina En, 2011, APPL BIOCHEM MICRO+, V47, P460",False,1,"None"
"Kari Fg, 1995, ENVIRON SCI TECHNOL","Kari Fg, 1995, ENVIRON SCI TECHNOL, V29, P2814",False,1,"None"
"Adalid Am, 2010, J FOOD COMPOS ANAL","Adalid Am, 2010, J FOOD COMPOS ANAL, V23, P613",False,1,"None"
"Meziane H, 2005, MOL PLANT PATHOL","Meziane H, 2005, MOL PLANT PATHOL, V6, P177",False,1,"None"
"Neilands Jb, 1995, J BIOL CHEM","Neilands Jb, 1995, J BIOL CHEM, V270, P26723",False,1,"None"
"Nikolic M, 2007, FUNCT PLANT BIOL","Nikolic M, 2007, FUNCT PLANT BIOL, V34, P402",False,1,"None"
"Orera I, 2009, J HORTIC SCI BIOTECH","Orera I, 2009, J HORTIC SCI BIOTECH, V84, P7",False,1,"None"
"Peleg Z, 2011, CURR OPIN PLANT BIOL","Peleg Z, 2011, CURR OPIN PLANT BIOL, V14, P290",False,1,"None"
"Rainey Pb, 1999, ENVIRON MICROBIOL","Rainey Pb, 1999, ENVIRON MICROBIOL, V1, P243",False,1,"None"
"Ramos-Solano B, 2010, PLANT SOIL","Ramos-Solano B, 2010, PLANT SOIL, V334, P189",False,1,"None"
"Raymond Kn, 1984, TOP CURR CHEM","Raymond Kn, 1984, TOP CURR CHEM, V123, P49",False,1,"None"
"Rombola Ad, 2006, IRON NUTR PLANTS RHI","Rombola Ad, 2006, IRON NUTR PLANTS RHI",False,1,"None"
"Romheld V, 1986, PLANT PHYSIOL","Romheld V, 1986, PLANT PHYSIOL, V80, P175",False,1,"None"
"Schalk Ij, 2011, ENVIRON MICROBIOL","Schalk Ij, 2011, ENVIRON MICROBIOL, V13, P2844",False,1,"None"
"Schwyn B, 1987, ANAL BIOCHEM","Schwyn B, 1987, ANAL BIOCHEM, V160, P47",False,1,"None"
"Shenker M, 2005, SOIL SCI PLANT NUTR","Shenker M, 2005, SOIL SCI PLANT NUTR, V51, P1",False,1,"None"
"Solano Br, 2008, PLANT BACTERIA INTER","Solano Br, 2008, PLANT BACTERIA INTER, P41",False,1,"None"
"Tan Hl, 2010, CANCER METAST REV","Tan Hl, 2010, CANCER METAST REV, V29, P553",False,1,"None"
"Tomasi N, 2009, PLANT SOIL","Tomasi N, 2009, PLANT SOIL, V325, P25",False,1,"None"
"Vempati Rk, 1988, J PLANT NUTR","Vempati Rk, 1988, J PLANT NUTR, V11, P1557",False,1,"None"
"Yi Ying, 1994, P295","Yi Ying, 1994, P295",False,1,"None"
"Zuo Ym, 2011, PLANT SOIL","Zuo Ym, 2011, PLANT SOIL, V339, P83",False,1,"None"
"Bhakta Jatindra Nath, 2006, ELECTRONIC JOURNAL OF BIOLOGY","Bhakta Jatindra Nath, 2006, ELECTRONIC JOURNAL OF BIOLOGY, V2, P39",False,1,"None"
"Bruno R, 2011, AQUAPONICS EBB FLOW","Bruno R, 2011, AQUAPONICS EBB FLOW, VII",False,1,"None"
"Callan Wt, 2003, J EXP BIOL","Callan Wt, 2003, J EXP BIOL, V206, P883",False,1,"None"
"Cho Yy, 2007, SCI HORTIC-AMSTERDAM","Cho Yy, 2007, SCI HORTIC-AMSTERDAM, V111, P330",False,1,"None"
"Chowdhury Dk, 2011, THESIS NORWEGIAN U L","Chowdhury Dk, 2011, THESIS NORWEGIAN U L",False,1,"None"
"Delong Dp, 2009, SO REGIONAL AQUACULT","Delong Dp, 2009, SO REGIONAL AQUACULT",False,1,"None"
"Evans He, 1952, J COMP NEUROL","Evans He, 1952, J COMP NEUROL, V97, P133",False,1,"None"
"Fortes-Silva R, 2010, COMP BIOCHEM PHYS A","Fortes-Silva R, 2010, COMP BIOCHEM PHYS A, V156, P445",False,1,"None"
"Huisman Ea, 1976, AQUACULTURE","Huisman Ea, 1976, AQUACULTURE, V9, P259",False,1,"None"
"Kaushik Sj, 1995, AQUACULTURE","Kaushik Sj, 1995, AQUACULTURE, V129, P225",False,1,"None"
"Likongwe Js, 1996, AQUACULTURE","Likongwe Js, 1996, AQUACULTURE, V146, P37",False,1,"None"
"Lukowicz M, 1982, AQUACULT ENG","Lukowicz M, 1982, AQUACULT ENG, V1, P121",False,1,"None"
"Mbahinzireki Gb, 2001, AQUACULT NUTR","Mbahinzireki Gb, 2001, AQUACULT NUTR, V7, P189",False,1,"None"
"Ogino C, 1970, BULL. JAP. SOC. SCIENT. FISH.","Ogino C, 1970, BULL. JAP. SOC. SCIENT. FISH., V36, P250",False,1,"None"
"Oyugi Do, 2012, J THERM BIOL","Oyugi Do, 2012, J THERM BIOL, V37, P89",False,1,"None"
"Pickens Jm, 2015, THESIS AUBURN U","Pickens Jm, 2015, THESIS AUBURN U",False,2,"None"
"Pongmaneerat J, 1993, NIPPON SUISAN GAKK","Pongmaneerat J, 1993, NIPPON SUISAN GAKK, V59, P157",False,1,"None"
"Priede Ig, 1985, P33","Priede Ig, 1985, P33",False,1,"None"
"Rakocy Je, 2006, SRAC PUBL","Rakocy Je, 2006, SRAC PUBL, V454",False,1,"None"
"Rakocy Je, 1989, SO REGIONAL AQUACULT","Rakocy Je, 1989, SO REGIONAL AQUACULT, V282",False,1,"None"
"Rennert B, 2011, FISCHER TEICHWIRT","Rennert B, 2011, FISCHER TEICHWIRT, V6, P209",False,2,"None"
"Riche M, 2004, ISR J AQUACULT-BAMID","Riche M, 2004, ISR J AQUACULT-BAMID, V56, P247",False,1,"None"
"Robbins Ns, 1987, HORTSCIENCE","Robbins Ns, 1987, HORTSCIENCE, V22, P1264",False,1,"None"
"Savidov N, 2005, COMP STUDY AQUAPONIC","Savidov N, 2005, COMP STUDY AQUAPONIC, P21",False,1,"None"
"Somerville C, 2014, 589 FAO FISH AQ","Somerville C, 2014, 589 FAO FISH AQ",False,1,"None"
"Sutton Rj, 1982, PROG FISH CULT","Sutton Rj, 1982, PROG FISH CULT, V44, P55",False,4,"None"
"Takeuchi T, 1979, B JPN SOC SCI FISH","Takeuchi T, 1979, B JPN SOC SCI FISH, V45, P983",False,1,"None"
"Toguyeni A, 1997, PHYSIOL BEHAV","Toguyeni A, 1997, PHYSIOL BEHAV, V62, P273",False,1,"None"
"Vazquez-Cruz Ma, 2012, BIOSYST ENG","Vazquez-Cruz Ma, 2012, BIOSYST ENG, V112, P319",False,1,"None"
"Wang Jq, 1997, AQUACULTURE","Wang Jq, 1997, AQUACULTURE, V148, P115",False,1,"None"
"Wilson Rp, 2002, FISH NUTR","Wilson Rp, 2002, FISH NUTR, V3, P143",False,1,"None"
"Wright De, 1982, J FISH BIOL","Wright De, 1982, J FISH BIOL, V20, P625",False,1,"None"
"Zambrano L, 2001, OIKOS","Zambrano L, 2001, OIKOS, V94, P344",False,1,"None"
"Akinwole Ao, 2007, AQUACULT ENG","Akinwole Ao, 2007, AQUACULT ENG, V36, P18",False,1,"None"
"Bakhsh K, 2007, INT J ENV CULTURAL E","Bakhsh K, 2007, INT J ENV CULTURAL E, V3, P25",False,1,"None"
"Bovendeur J, 1989, THESIS WAU","Bovendeur J, 1989, THESIS WAU, P171",False,1,"None"
"Cottingham Pd, 1999, ENVIRON TECHNOL","Cottingham Pd, 1999, ENVIRON TECHNOL, V20, P69",False,1,"None"
"Eding E, 2001, P AES WORKSH JAN 23","Eding E, 2001, P AES WORKSH JAN 23, P18",False,1,"None"
"Franco-Nava Ma, 2004, AQUACULTURE","Franco-Nava Ma, 2004, AQUACULTURE, V239, P179",False,1,"None"
"*Int Wat Ass, 2000, CONSTR WETL POLL CON","*Int Wat Ass, 2000, CONSTR WETL POLL CON",False,1,"None"
"Jamieson A, 2003, CAN BIOSYST ENG","Jamieson A, 2003, CAN BIOSYST ENG, V45, P1",False,1,"None"
"Lekang Oi, 2007, AQUACULTURE ENG","Lekang Oi, 2007, AQUACULTURE ENG, P352",False,1,"None"
"Mongirdas V, 2006, EKOLOGIJA","Mongirdas V, 2006, EKOLOGIJA, V4, P58",False,1,"None"
