"ID","info","inCore","count","MK-ID"
"Martins Cim, 2010, AQUACULT ENG","Martins Cim, 2010, AQUACULT ENG, V43, P83",False,6,"None"
"Meyer Jl, 2013, FRONT MICROBIOL","Meyer Jl, 2013, FRONT MICROBIOL, V4",False,1,"None"
"Michaud L, 2014, AQUACULT ENG","Michaud L, 2014, AQUACULT ENG, V58, P77",False,2,"None"
"Miller Ma, 2010, P GAT COMP ENV WORKS","Miller Ma, 2010, P GAT COMP ENV WORKS, P1",False,1,"None"
"Mussmann M, 2011, P NATL ACAD SCI USA","Mussmann M, 2011, P NATL ACAD SCI USA, V108, P16771",False,1,"None"
"Nelson Mc, 2014, PLOS ONE","Nelson Mc, 2014, PLOS ONE, V9",False,1,"None"
"Newton Rj, 2015, MBIO","Newton Rj, 2015, MBIO, V6",False,1,"None"
"Nowka B, 2015, APPL ENVIRON MICROB","Nowka B, 2015, APPL ENVIRON MICROB, V81, P745",False,2,"None"
"Okabe S, 1995, WATER SCI TECHNOL","Okabe S, 1995, WATER SCI TECHNOL, V32, P67",False,1,"None"
"Oksanen J, 2022, R PACKAGE VERSION 25","Oksanen J, 2022, R PACKAGE VERSION 25",False,1,"None"
"Pester M, 2014, ENVIRON MICROBIOL","Pester M, 2014, ENVIRON MICROBIOL, V16, P3055",False,2,"None"
"Pester M, 2012, ENVIRON MICROBIOL","Pester M, 2012, ENVIRON MICROBIOL, V14, P525",False,2,"None"
"Pester M, 2011, CURR OPIN MICROBIOL","Pester M, 2011, CURR OPIN MICROBIOL, V14, P300",False,1,"None"
"Piedrahita Rh, 2003, AQUACULTURE","Piedrahita Rh, 2003, AQUACULTURE, V226, P35",False,6,"None"
"Pinto Aj, 2016, MSPHERE","Pinto Aj, 2016, MSPHERE, V1",False,1,"None"
"Poly F, 2008, FEMS MICROBIOL ECOL","Poly F, 2008, FEMS MICROBIOL ECOL, V63, P132",False,1,"None"
"R Core Team, 2013, R LANG ENV STAT COMP","R Core Team, 2013, R LANG ENV STAT COMP",False,2,"None"
"Randall D J, 2002, MARINE POLLUTION BULLETIN","Randall D J, 2002, MARINE POLLUTION BULLETIN, V45, P17",False,3,"None"
"Rice P, 2000, TRENDS GENET","Rice P, 2000, TRENDS GENET, V16, P276",False,1,"None"
"Rotthauwe Jh, 1997, APPL ENVIRON MICROB","Rotthauwe Jh, 1997, APPL ENVIRON MICROB, V63, P4704",False,4,"None"
"Sakami T, 2012, MAR GENOM","Sakami T, 2012, MAR GENOM, V7, P27",False,2,"None"
"Sauder La, 2011, PLOS ONE","Sauder La, 2011, PLOS ONE, V6",False,1,"None"
"Schreier Hj, 2010, CURR OPIN BIOTECH","Schreier Hj, 2010, CURR OPIN BIOTECH, V21, P318",False,3,"None"
"Sedlacek Cj, 2016, APPL ENVIRON MICROB","Sedlacek Cj, 2016, APPL ENVIRON MICROB, V82, P4776",False,1,"None"
"Stamatakis A, 2014, BIOINFORMATICS","Stamatakis A, 2014, BIOINFORMATICS, V30, P1312",False,2,"None"
"Sugita H, 2005, AQUACULTURE","Sugita H, 2005, AQUACULTURE, V243, P403",False,2,"None"
"Tourna M, 2008, ENVIRON MICROBIOL","Tourna M, 2008, ENVIRON MICROBIOL, V10, P1357",False,2,"None"
"Untergasser A, 2012, NUCLEIC ACIDS RES","Untergasser A, 2012, NUCLEIC ACIDS RES, V40",False,1,"None"
"Urakawa H, 2008, APPL ENVIRON MICROB","Urakawa H, 2008, APPL ENVIRON MICROB, V74, P894",False,1,"None"
"Van Kessel Mahj, 2016, ENV MICROBIOL REP","Van Kessel Mahj, 2016, ENV MICROBIOL REP, V8, P590",False,1,"None"
"Van Kessel Mahj, 2015, NATURE","Van Kessel Mahj, 2015, NATURE, V528, P555",False,1,"None"
"Van Kessel Mahj, 2010, AQUACULTURE","Van Kessel Mahj, 2010, AQUACULTURE, V306, P177",False,3,"None"
"Verdegem Mcj, 2006, INT J WATER RESOUR D","Verdegem Mcj, 2006, INT J WATER RESOUR D, V22, P101",False,1,"None"
"Wertz S, 2008, FEMS MICROBIOL ECOL","Wertz S, 2008, FEMS MICROBIOL ECOL, V63, P261",False,1,"None"
"Adams P, 1993, PLANT SOIL","Adams P, 1993, PLANT SOIL, V154, P127",False,1,"None"
"Adams P, 1986, ACTA HORTIC","Adams P, 1986, ACTA HORTIC, V190, P253",False,1,"None"
"Bakker S, 1989, GLASSHOUSE CROPS RES","Bakker S, 1989, GLASSHOUSE CROPS RES, P42",False,1,"None"
"Barker A V, 1980, HORTICULTURAL REVIEWS","Barker A V, 1980, HORTICULTURAL REVIEWS, V2, P395",False,1,"None"
"Boertje Ga, 1982, TUINDERIJ","Boertje Ga, 1982, TUINDERIJ, V62, P46",False,1,"None"
"Bromfield Sm, 1978, PLANT SOIL","Bromfield Sm, 1978, PLANT SOIL, V49, P23",False,1,"None"
"Clement Cr, 1978, J EXP BOT","Clement Cr, 1978, J EXP BOT, V29, P453",False,2,"None"
"Conover Ca, 1986, HORTSCIENCE","Conover Ca, 1986, HORTSCIENCE, V21, P1008",False,1,"None"
"De Kreij C, 1999, BEMESTINGSADVIESBASI","De Kreij C, 1999, BEMESTINGSADVIESBASI",False,1,"None"
"Dekreij C, 1992, J HORTIC SCI","Dekreij C, 1992, J HORTIC SCI, V67, P45",False,1,"None"
"Dekreij C, 1993, COMMUN SOIL SCI PLAN","Dekreij C, 1993, COMMUN SOIL SCI PLAN, V24, P227",False,1,"None"
"Dekreij C, 1996, J PLANT NUTR","Dekreij C, 1996, J PLANT NUTR, V19, P361",False,1,"None"
"Dekreij C, 1990, SCI HORTIC-AMSTERDAM","Dekreij C, 1990, SCI HORTIC-AMSTERDAM, V44, P293",False,1,"None"
"Dekreij C, 1997, 2 VG PROEFST TUINB O","Dekreij C, 1997, 2 VG PROEFST TUINB O, V2",False,1,"None"
"Feigin A, 1984, PROCEEDINGS","Feigin A, 1984, PROCEEDINGS, ,",False,1,"None"
"Feigin A, 1986, ACTA HORTICULTURAE","Feigin A, 1986, ACTA HORTICULTURAE, P127",False,1,"None"
"Garcia-Mina J, 2003, J PLANT NUTR","Garcia-Mina J, 2003, J PLANT NUTR, V26, P1943",False,1,"None"
"Graves C J, 1983, HORTICULTURAL REVIEWS","Graves C J, 1983, HORTICULTURAL REVIEWS, V5, P1",False,1,"None"
"Ho Lc, 1994, ANN BOT","Ho Lc, 1994, ANN BOT, P539",False,1,"None"
"Ho Lc, 1989, PLANTS TODAY","Ho Lc, 1989, PLANTS TODAY, V2, P202",False,1,"None"
"Howell W, 1961, CROP SCI","Howell W, 1961, CROP SCI, V1, P311",False,1,"None"
"Ikeda H, 1980, J JPN SOC HORTIC SCI","Ikeda H, 1980, J JPN SOC HORTIC SCI, V48, P435",False,1,"None"
"Ikeda H, 1983, J JPN SOC HORTIC SCI","Ikeda H, 1983, J JPN SOC HORTIC SCI, V52, P159",False,1,"None"
"Ingestad T, 1970, PHYSIOLOGIA PLANTARUM","Ingestad T, 1970, PHYSIOLOGIA PLANTARUM, V23, P1127",False,1,"None"
"Ingestad T, 1973, PLANT PHYSIOL","Ingestad T, 1973, PLANT PHYSIOL, V52, P332",False,1,"None"
"Jensen M H, 1985, HORTICULTURAL REVIEWS","Jensen M H, 1985, HORTICULTURAL REVIEWS, V7, P483",False,1,"None"
"Lindsay W L, 1967, INT SOC SOIL SCI SCO","Lindsay W L, 1967, INT SOC SOIL SCI SCO, V4, P305",False,1,"None"
"Lindsay Wl, 1969, SOIL SCI SOC AM PRO","Lindsay Wl, 1969, SOIL SCI SOC AM PRO, V33, P62",False,1,"None"
"Lindsay Wl, 1967, INT SOC SOIL SCI T C","Lindsay Wl, 1967, INT SOC SOIL SCI T C, V2, P305",False,1,"None"
"Maloupa E, 2002, HYDROPONIC PRODUCTIO","Maloupa E, 2002, HYDROPONIC PRODUCTIO",False,1,"None"
"Marti Hr, 1991, J PLANT NUTR","Marti Hr, 1991, J PLANT NUTR, V14, P1165",False,1,"None"
"Massey D, 1980, ACTA HORTICULTURAE (WAGENINGEN)","Massey D, 1980, ACTA HORTICULTURAE (WAGENINGEN), P127",False,1,"None"
"Masui M, 1982, J JPN SOC HORTIC SCI","Masui M, 1982, J JPN SOC HORTIC SCI, V50, P475",False,1,"None"
"Mcneal Bl, 1970, SOIL SCI","Mcneal Bl, 1970, SOIL SCI, V110, P405",False,1,"None"
"Mengel K, 1987, PRINCIPLES PLANT NUT","Mengel K, 1987, PRINCIPLES PLANT NUT",False,1,"None"
"Reichwein Am, 2007, MODEL CALCULATIONS M","Reichwein Am, 2007, MODEL CALCULATIONS M",False,1,"None"
"Robson A D, 1983, ENCYCLOPEDIA OF PLANT PHYSIOLOGY. NEW SERIES. VOLUME 15A. INORGANIC PLANT NUTRITION","Robson A D, 1983, ENCYCLOPEDIA OF PLANT PHYSIOLOGY. NEW SERIES. VOLUME 15A. INORGANIC PLANT NUTRITION, P147",False,1,"None"
"Roelofs T, 1992, VAKBLAD BLOEMISTERIJ","Roelofs T, 1992, VAKBLAD BLOEMISTERIJ, V47, P55",False,1,"None"
"Runia W T, 1995, ACTA HORTICULTURAE","Runia W T, 1995, ACTA HORTICULTURAE, P221",False,1,"None"
"Sakamoto Y, 2001, ACTA HORTIC","Sakamoto Y, 2001, ACTA HORTIC, P459",False,1,"None"
"Savvas D, 1994, ANGEW BOT","Savvas D, 1994, ANGEW BOT, V68, P32",False,1,"None"
"Savvas D, 2008, EUR J PLANT SCI BIOT","Savvas D, 2008, EUR J PLANT SCI BIOT, V2, P45",False,1,"None"
"Siddiqi My, 1998, J PLANT NUTR","Siddiqi My, 1998, J PLANT NUTR, V21, P1879",False,1,"None"
"Sonneveld C, 1995, J PLANT NUTR","Sonneveld C, 1995, J PLANT NUTR, V18, P501",False,1,"None"
"Sonneveld C, 2008, ACTA HORTIC","Sonneveld C, 2008, ACTA HORTIC, P313",False,1,"None"
"Sonneveld C, 1997, ACTA HORTIC","Sonneveld C, 1997, ACTA HORTIC, P139",False,1,"None"
"Sonneveld C, 1986, SOILLESS CULTURE","Sonneveld C, 1986, SOILLESS CULTURE, V2, P49",False,1,"None"
"Sonneveld C, 2004, J PLANT NUTR","Sonneveld C, 2004, J PLANT NUTR, V27, P1931",False,1,"None"
"Sonneveld C, 1991, NETH J AGR SCI","Sonneveld C, 1991, NETH J AGR SCI, V39, P115",False,1,"None"
"Sonneveld C, 1985, J PLANT NUTR","Sonneveld C, 1985, J PLANT NUTR, V8, P585",False,1,"None"
"Sonneveld C, 2009, ACTA HORTIC","Sonneveld C, 2009, ACTA HORTIC, V819, P87",False,1,"None"
"Sonneveld C, 1991, HIGH-TECH AND MICROPROPAGATION 1","Sonneveld C, 1991, HIGH-TECH AND MICROPROPAGATION 1, P285",False,1,"None"
"Sonneveld C, 1984, COMMUN SOIL SCI PLAN","Sonneveld C, 1984, COMMUN SOIL SCI PLAN, V15, P519",False,1,"None"
"Sonneveld C, 1994, COMMUN SOIL SCI PLAN","Sonneveld C, 1994, COMMUN SOIL SCI PLAN, V25, P3199",False,1,"None"
"Sonneveld C, 2001, ACTA HORTIC","Sonneveld C, 2001, ACTA HORTIC, P247",False,1,"None"
"Sonneveld C, 1999, PLANT SOIL","Sonneveld C, 1999, PLANT SOIL, V209, P47",False,1,"None"
"Sonneveld C, 1999, J PLANT NUTR","Sonneveld C, 1999, J PLANT NUTR, V22, P1033",False,1,"None"
"Sonneveld C, 2004, 1 C INT HORT INT 2 3","Sonneveld C, 2004, 1 C INT HORT INT 2 3, P82",False,1,"None"
"Sonneveld C, 2002, HYDROPONIC PRODUCTIO","Sonneveld C, 2002, HYDROPONIC PRODUCTIO, P179",False,2,"None"
"Sonneveld C, 1980, ACTA HORTIC","Sonneveld C, 1980, ACTA HORTIC, V98, P171",False,1,"None"
"Sonneveld C, 1988, 18 PROEFST TUINB OND","Sonneveld C, 1988, 18 PROEFST TUINB OND",False,1,"None"
"Sonneveld C, 2005, ACTA HORTIC","Sonneveld C, 2005, ACTA HORTIC, V697, P377",False,1,"None"
"Sonneveld C, 1994, VOEDINGSOPLOSSINGEN","Sonneveld C, 1994, VOEDINGSOPLOSSINGEN, V8, P4",False,1,"None"
"Sonneveld C, 1994, P SIN INT COLL SOILL","Sonneveld C, 1994, P SIN INT COLL SOILL, P88",False,1,"None"
"Sonneveld C, 1991, FERTIGATION CHEMIGAT","Sonneveld C, 1991, FERTIGATION CHEMIGAT, P186",False,1,"None"
"Sonneveld C, 1993, HYDROPONICS ENV","Sonneveld C, 1993, HYDROPONICS ENV, P21",False,1,"None"
"Van Os Ea, 2002, HYDROPONIC PRODUCTIO","Van Os Ea, 2002, HYDROPONIC PRODUCTIO, P103",False,1,"None"
"Vandenbos Al, 1995, EC RELATIE TYPE SUBS","Vandenbos Al, 1995, EC RELATIE TYPE SUBS",False,1,"None"
"Vandrenth Bb, 1997, EUR J GEN PRACT","Vandrenth Bb, 1997, EUR J GEN PRACT, V3, P90",False,1,"None"
"Vanos Pc, 1991, VAKBLAD BLOEMISTERIJ","Vanos Pc, 1991, VAKBLAD BLOEMISTERIJ, V46, P52",False,1,"None"
"Verhagen Jbg, 1992, ERVARINGEN MET TEELT","Verhagen Jbg, 1992, ERVARINGEN MET TEELT",False,1,"None"
"Verloo Mg, 1980, ACTA HORTIC","Verloo Mg, 1980, ACTA HORTIC, V99, P51",False,1,"None"
"Voogt W, 2004, ACTA HORTIC","Voogt W, 2004, ACTA HORTIC, P359",False,1,"None"
"Voogt W, 2009, ACTA HORTIC","Voogt W, 2009, ACTA HORTIC, V819, P411",False,1,"None"
"Voogt W, 1995, ACTA HORTICULTURAE","Voogt W, 1995, ACTA HORTICULTURAE, P327",False,1,"None"
"Voogt W, 1989, GROENTEN EN FRUIT","Voogt W, 1989, GROENTEN EN FRUIT, V44, P38",False,1,"None"
"Voogt W, 1994, VAKBLAD BLOEMISTERIJ","Voogt W, 1994, VAKBLAD BLOEMISTERIJ, V49, P32",False,1,"None"
"Voogt W, 1997, PLANT PRODUCTION CLO","Voogt W, 1997, PLANT PRODUCTION CLO, P83",False,1,"None"
"Voogt W, 1996, GROENTEN FRUIT GLASG","Voogt W, 1996, GROENTEN FRUIT GLASG, V6, P16",False,1,"None"
"Voogt W, 2006, 4161607 WAG UR GLAST","Voogt W, 2006, 4161607 WAG UR GLAST",False,1,"None"
"Voogt W, 1997, GROENTEN FRUIT VAKDE","Voogt W, 1997, GROENTEN FRUIT VAKDE, V7, P12",False,1,"None"
"Voogt W, 2002, POTASSIUM SUSTAINABL","Voogt W, 2002, POTASSIUM SUSTAINABL, P347",False,2,"None"
"Wild A, 1987, ADV AGRON","Wild A, 1987, ADV AGRON, V41, P171",False,1,"None"
"Zozorna P, 1987, J PLANT NUTR","Zozorna P, 1987, J PLANT NUTR, V10, P773",False,1,"None"
"Basha Mb, 2015, PROC ECON FINANC","Basha Mb, 2015, PROC ECON FINANC, V31, P444",False,1,"None"
"Bekker Ga, 2017, APPETITE","Bekker Ga, 2017, APPETITE, V108, P245",False,1,"None"
"Buehler D, 2016, SUSTAINABILITY-BASEL","Buehler D, 2016, SUSTAINABILITY-BASEL, V8",False,2,"None"
"Callieris R, 2016, NEW MEDIT","Callieris R, 2016, NEW MEDIT, V15, P53",False,1,"None"
"Dolnicar S, 2003, AUSTR J MARK RES","Dolnicar S, 2003, AUSTR J MARK RES, V11, P5",False,1,"None"
"Eigenbrod C, 2015, AGRON SUSTAIN DEV","Eigenbrod C, 2015, AGRON SUSTAIN DEV, V35, P483",False,1,"None"
"Falguera V, 2012, FOOD CONTROL","Falguera V, 2012, FOOD CONTROL, V26, P274",False,1,"None"
"Fornell C, 1996, J MARKETING","Fornell C, 1996, J MARKETING, V60, P7",False,1,"None"
"Gámbaro Adriana, 2012, BRAZ. J. FOOD TECHNOL.","Gámbaro Adriana, 2012, BRAZ. J. FOOD TECHNOL., V15, P307",False,1,"None"
"Gliem Ja, 2003, CALCULATING INTERPRE","Gliem Ja, 2003, CALCULATING INTERPRE",False,1,"None"
"Gómez-Limón Ja, 2013, IRRIG DRAIN","Gómez-Limón Ja, 2013, IRRIG DRAIN, V62, P322",False,1,"None"
"Hilverda F, 2017, FOOD QUAL PREFER","Hilverda F, 2017, FOOD QUAL PREFER, V56, P107",False,1,"None"
"Iraizoz B, 2007, AGR SYST","Iraizoz B, 2007, AGR SYST, V93, P143",False,1,"None"
"Johnson Md, 2001, J ECON PSYCHOL","Johnson Md, 2001, J ECON PSYCHOL, V22, P217",False,1,"None"
"Joly A, 2015, ECOCYCLES","Joly A, 2015, ECOCYCLES, V1, P3",False,3,"None"
"Kassarjian Hh, 1971, J MARKETING RES","Kassarjian Hh, 1971, J MARKETING RES, V8, P409",False,1,"None"
"Kulcsar E, 2010, MANAG MARK","Kulcsar E, 2010, MANAG MARK, V5, P151",False,1,"None"
"Love Dc, 2015, AQUACULTURE","WOS:000345229500008, Love David C., Commercial aquaponics production and profitability: Findings from an international survey, AQUACULTURE, 435, 67",True,11,"WOS:000345229500008"
"Mauracher C, 2013, APPETITE","Mauracher C, 2013, APPETITE, V63, P84",False,1,"None"
"Nikiforova A P, 2016, MEDITERRANEAN J SOCI","Nikiforova A P, 2016, MEDITERRANEAN J SOCI, V7, P118",False,1,"None"
"Orsini F, 2013, AGRON SUSTAIN DEV","Orsini F, 2013, AGRON SUSTAIN DEV, V33, P695",False,1,"None"
"Dos Santos Mjpl, 2016, URBAN FOR URBAN GREE","Dos Santos Mjpl, 2016, URBAN FOR URBAN GREE, V20, P402",False,1,"None"
"Dos Santos Mjpl, 2013, AGR ECON-CZECH","Dos Santos Mjpl, 2013, AGR ECON-CZECH, V59, P49",False,1,"None"
"Dos Santos Mjpl, 2010, AGR ECON-CZECH","Dos Santos Mjpl, 2010, AGR ECON-CZECH, V56, P460",False,1,"None"
"Richetin J, 2016, J ECON PSYCHOL","Richetin J, 2016, J ECON PSYCHOL, V55, P96",False,1,"None"
"Rohm Aj, 2004, J BUS RES","Rohm Aj, 2004, J BUS RES, V57, P748",False,1,"None"
"Savidov N, 2004, 679056201 CROP DIV C","Savidov N, 2004, 679056201 CROP DIV C",False,1,"None"
"Silva E, 2004, NEW MEDIT","Silva E, 2004, NEW MEDIT, V3, P39",False,1,"None"
"Silva E, 2013, EFFICIENCY MEASURES","Silva E, 2013, EFFICIENCY MEASURES, P83",False,1,"None"
"Somerville C, 2014, FAO FISH AQUAC TECH","Somerville C, 2014, FAO FISH AQUAC TECH",False,1,"None"
"Specht K, 2016, AGRON SUSTAIN DEV","Specht K, 2016, AGRON SUSTAIN DEV, V36",False,2,"None"
"Specht K, 2014, AGR HUM VALUES","Specht K, 2014, AGR HUM VALUES, V31, P33",False,2,"None"
"Tamin M, 2015, OSR J BUS MANAG","Tamin M, 2015, OSR J BUS MANAG, V17, P49",False,2,"None"
"Tokunaga K, 2015, J WORLD AQUACULT SOC","WOS:000350136100002, Tokunaga Kanae, Economics of Small-scale Commercial Aquaponics in Hawai'i, JOURNAL OF THE WORLD AQUACULTURE SOCIETY, 46, 20",True,4,"WOS:000350136100002"
"Trocchia Pj, 2003, J FOOD PROD MARK","Trocchia Pj, 2003, J FOOD PROD MARK, V9, P11",False,1,"None"
"Vigneau E, 2001, FOOD QUAL PREFER","Vigneau E, 2001, FOOD QUAL PREFER, V12, P359",False,1,"None"
"Zugravu Ga, 2016, P INT C RISK CONT EC","Zugravu Ga, 2016, P INT C RISK CONT EC, P1",False,1,"None"
"[No Title Captured]","[No Title Captured]",False,12,"None"
"Amaro Hm, 2011, FORMATEX MICROBIOLOG","Amaro Hm, 2011, FORMATEX MICROBIOLOG, V3, P1271",False,1,"None"
"Aoi Y, 2000, J BIOSCI BIOENG","Aoi Y, 2000, J BIOSCI BIOENG, V90, P234",False,1,"None"
"Attramadal Kjk, 2012, AQUACULTURE","Attramadal Kjk, 2012, AQUACULTURE, V330, P121",False,1,"None"
"Attramadal Kjk, 2012, AQUACULT ENG","Attramadal Kjk, 2012, AQUACULT ENG, V46, P27",False,1,"None"
"Auffret M, 2011, WATER RES","Auffret M, 2011, WATER RES, V45, P6753",False,1,"None"
"Balcázar Jl, 2006, VET MICROBIOL","Balcázar Jl, 2006, VET MICROBIOL, V114, P173",False,1,"None"
"Belser Lw, 1984, APPL ENVIRON MICROB","Belser Lw, 1984, APPL ENVIRON MICROB, V48, P1100",False,1,"None"
"Bergh O, 1994, CAN J FISH AQUAT SCI","Bergh O, 1994, CAN J FISH AQUAT SCI, V51, P1899",False,1,"None"
"Bergheim A, 2009, AQUACULT ENG","Bergheim A, 2009, AQUACULT ENG, V41, P46",False,1,"None"
"Bergheim A, 2011, AQ AM 2011 NEW ORL L","Bergheim A, 2011, AQ AM 2011 NEW ORL L",False,1,"None"
"Blancheton Jp, 1995, AQUACULTURE","Blancheton Jp, 1995, AQUACULTURE, V133, P215",False,1,"None"
"Brown Tm, 2012, J FOOD SCI","Brown Tm, 2012, J FOOD SCI, V77, PS377",False,1,"None"
"Burr Gs, 2012, AQUACULT ENG","Burr Gs, 2012, AQUACULT ENG, V50, P28",False,1,"None"
"Chang Ps, 1998, AQUACULTURE","Chang Ps, 1998, AQUACULTURE, V166, P1",False,1,"None"
"Daims H, 2000, WATER SCI TECHNOL","Daims H, 2000, WATER SCI TECHNOL, V41, P85",False,1,"None"
"Dickschat Js, 2007, ANGEW CHEM INT EDIT","Dickschat Js, 2007, ANGEW CHEM INT EDIT, V46, P8287",False,1,"None"
"Dionigi Cp, 2000, N AM J AQUACULT","Dionigi Cp, 2000, N AM J AQUACULT, V62, P189",False,1,"None"
"Ehrich S, 1995, ARCH MICROBIOL","Ehrich S, 1995, ARCH MICROBIOL, V164, P16",False,3,"None"
"Faulk Ck, 2005, AQUACULTURE","Faulk Ck, 2005, AQUACULTURE, V249, P231",False,1,"None"
"Fdz-Polanco F, 2000, WATER RES","Fdz-Polanco F, 2000, WATER RES, V34, P4081",False,1,"None"
"Ferguson Dw, 1990, J AM WATER WORKS ASS","Ferguson Dw, 1990, J AM WATER WORKS ASS, V82, P181",False,1,"None"
"Fuller R, 1989, J APPL BACTERIOL","Fuller R, 1989, J APPL BACTERIOL, V66, P365",False,1,"None"
"Gatesoupe Fj, 2007, AQUACULTURE","Gatesoupe Fj, 2007, AQUACULTURE, V267, P20",False,1,"None"
"Gatesoupe Fj, 1999, AQUACULTURE","Gatesoupe Fj, 1999, AQUACULTURE, V180, P147",False,1,"None"
"Gieseke A, 2001, APPL ENVIRON MICROB","Gieseke A, 2001, APPL ENVIRON MICROB, V67, P1351",False,2,"None"
"Glaze Wh, 1990, J AM WATER WORKS ASS","Glaze Wh, 1990, J AM WATER WORKS ASS, V82, P79",False,1,"None"
"Gomez-Gil B, 2003, INT J SYST EVOL MICR","Gomez-Gil B, 2003, INT J SYST EVOL MICR, V53, P239",False,1,"None"
"Gutierrez-Wing Mt, 2006, AQUACULT ENG","Gutierrez-Wing Mt, 2006, AQUACULT ENG, V34, P163",False,5,"None"
"Guttman L, 2009, WATER RES","Guttman L, 2009, WATER RES, V43, P474",False,1,"None"
"Guttman L, 2008, AQUACULTURE","Guttman L, 2008, AQUACULTURE, V279, P85",False,1,"None"
"Guttman L, 2012, APPL ENVIRON MICROB","Guttman L, 2012, APPL ENVIRON MICROB, V78, P363",False,1,"None"
"Hamlin Hj, 2008, AQUACULT ENG","Hamlin Hj, 2008, AQUACULT ENG, V38, P79",False,2,"None"
"Hjelm M, 2004, SYST APPL MICROBIOL","Hjelm M, 2004, SYST APPL MICROBIOL, V27, P360",False,1,"None"
"Ho L, 2007, CHEMOSPHERE","Ho L, 2007, CHEMOSPHERE, V66, P2210",False,1,"None"
"Hoefel D, 2006, LETT APPL MICROBIOL","Hoefel D, 2006, LETT APPL MICROBIOL, V43, P417",False,1,"None"
"Houle S, 2011, AQUAC RES","Houle S, 2011, AQUAC RES, V42, P360",False,1,"None"
"Howgate P, 2004, AQUACULTURE","Howgate P, 2004, AQUACULTURE, V234, P155",False,1,"None"
"Hwang Sc, 2004, BIORESOURCE TECHNOL","Hwang Sc, 2004, BIORESOURCE TECHNOL, V93, P131",False,1,"None"
"Hwang Sc, 2007, AQUACULT ENG","Hwang Sc, 2007, AQUACULT ENG, V36, P177",False,1,"None"
"Irianto A, 2002, J FISH DIS","Irianto A, 2002, J FISH DIS, V25, P633",False,1,"None"
"Itoh S, 1997, NIPPON SUISAN GAKK","Itoh S, 1997, NIPPON SUISAN GAKK, V63, P97",False,1,"None"
"Itoi S, 2007, AQUACULTURE","Itoi S, 2007, AQUACULTURE, V264, P297",False,1,"None"
"Itoi S, 2006, AQUACULTURE","Itoi S, 2006, AQUACULTURE, V256, P287",False,1,"None"
"Izaguirre G, 1988, APPL ENVIRON MICROB","Izaguirre G, 1988, APPL ENVIRON MICROB, V54, P2424",False,1,"None"
"Johnsen Pb, 1992, CAN J FISH AQUAT SCI","Johnsen Pb, 1992, CAN J FISH AQUAT SCI, V49, P2406",False,1,"None"
"Johnsen Pb, 1996, J WORLD AQUACULT SOC","Johnsen Pb, 1996, J WORLD AQUACULT SOC, V27, P15",False,1,"None"
"Jones Jw, 2005, N AM J AQUACULT","Jones Jw, 2005, N AM J AQUACULT, V67, P210",False,1,"None"
"Kim Dj, 2006, WATER RES","Kim Dj, 2006, WATER RES, V40, P887",False,2,"None"
"King R K, 2004, JOURNAL OF FOOD PRODUCT TECHNOLOGY","King R K, 2004, JOURNAL OF FOOD PRODUCT TECHNOLOGY, V13, P125",False,1,"None"
"Koops Hp, 2001, FEMS MICROBIOL ECOL","Koops Hp, 2001, FEMS MICROBIOL ECOL, V37, P1",False,1,"None"
"Kukulka Dj, 2007, APPL THERM ENG","Kukulka Dj, 2007, APPL THERM ENG, V27, P2732",False,1,"None"
"Leonard N, 2002, AQUACULT ENG","Leonard N, 2002, AQUACULT ENG, V26, P111",False,1,"None"
"Leonard N, 2000, AQUACULT ENG","Leonard N, 2000, AQUACULT ENG, V22, P109",False,1,"None"
"Liltved H, 1999, AQUAC RES","Liltved H, 1999, AQUAC RES, V30, P445",False,1,"None"
"Maeda M, 1997, HYDROBIOLOGIA","Maeda M, 1997, HYDROBIOLOGIA, V358, P285",False,1,"None"
"Masser Mp, 1999, SRAC PUBLICATION","Masser Mp, 1999, SRAC PUBLICATION, V452",False,3,"None"
"Merrifield Dl, 2010, AQUAC RES","Merrifield Dl, 2010, AQUAC RES, V41, P1268",False,1,"None"
"Michaud L, 2009, J APPL MICROBIOL","Michaud L, 2009, J APPL MICROBIOL, V107, P1935",False,1,"None"
"Miura Y, 1993, JOURNAL OF MARINE BIOTECHNOLOGY","Miura Y, 1993, JOURNAL OF MARINE BIOTECHNOLOGY, V1, P143",False,1,"None"
"Momoyama K, 1989, FISH PATHOL","Momoyama K, 1989, FISH PATHOL, V24, P115",False,1,"None"
"Mulder A, 1995, FEMS MICROBIOL ECOL","Mulder A, 1995, FEMS MICROBIOL ECOL, V16, P177",False,1,"None"
"Muller-Feuga A, 2000, J APPL PHYCOL","Muller-Feuga A, 2000, J APPL PHYCOL, V12, P527",False,1,"None"
"Munro Pd, 1999, AQUACULTURE","Munro Pd, 1999, AQUACULTURE, V170, P229",False,1,"None"
"Nakase G, 2007, FISHERIES SCI","Nakase G, 2007, FISHERIES SCI, V73, P784",False,1,"None"
"Narayan Lv, 1974, J AM WATER WORKS ASS","Narayan Lv, 1974, J AM WATER WORKS ASS, V66, P532",False,1,"None"
"Naviner M, 1999, AQUACULTURE","Naviner M, 1999, AQUACULTURE, V174, P15",False,1,"None"
"Nayak Sk, 2010, FISH SHELLFISH IMMUN","Nayak Sk, 2010, FISH SHELLFISH IMMUN, V29, P2",False,1,"None"
